"concept_id","concept_code","vocabulary_id","codeset","concept_name"
41377482,"OMOP2575444","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 5","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 5"
41377597,"OMOP2575559","20 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution [Neo Lidocaton]","pressors","20 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution [Neo Lidocaton]"
41377641,"OMOP2575603","20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex]","pressors","20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex]"
41377642,"OMOP2575604","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 1000","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 1000"
41377643,"OMOP2575605","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutamin Hexal] Box of 5","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutamin Hexal] Box of 5"
41378205,"OMOP2576167","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 100","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 100"
41378773,"OMOP2576735","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 500","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 500"
41379149,"OMOP2577111","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 1","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 1"
41379660,"OMOP2577622","20 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution Box of 5","pressors","20 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution Box of 5"
41379695,"OMOP2577657","20 ML Dobutamine 12.5 MG/ML Injectable Suspension Box of 1","pressors","20 ML Dobutamine 12.5 MG/ML Injectable Suspension Box of 1"
41379836,"OMOP2577798","20 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution [Neo Lidocaton] Box of 5","pressors","20 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution [Neo Lidocaton] Box of 5"
41380083,"OMOP2578045","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 500","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 500"
41380260,"OMOP2578222","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex]","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex]"
41380495,"OMOP2578457","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 50","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 50"
41380496,"OMOP2578458","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 10","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 10"
41380931,"OMOP2578893","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 250","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 250"
41381104,"OMOP2579066","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 50","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 50"
41381205,"OMOP2579167","20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1 by Lilly","pressors","20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1 by Lilly"
41381327,"OMOP2579289","20 ML Dobutamine 12.5 MG/ML Injectable Suspension","pressors","20 ML Dobutamine 12.5 MG/ML Injectable Suspension"
41381468,"OMOP2579430","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 100","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 100"
41381469,"OMOP2579431","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 10","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 10"
41381641,"OMOP2579603","20 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution","pressors","20 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution"
41382245,"OMOP2580207","20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1","pressors","20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1"
41382246,"OMOP2580208","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutamin Hexal]","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutamin Hexal]"
41390813,"OMOP2588775","50 ML Dopamine 5 MG/ML Injectable Solution Box of 10","pressors","50 ML Dopamine 5 MG/ML Injectable Solution Box of 10"
41390814,"OMOP2588776","50 ML Dopamine 5 MG/ML Injectable Solution","pressors","50 ML Dopamine 5 MG/ML Injectable Solution"
41390815,"OMOP2588777","50 ML Dobutamine 5 MG/ML Injectable Solution Box of 10","pressors","50 ML Dobutamine 5 MG/ML Injectable Solution Box of 10"
41390816,"OMOP2588778","50 ML Dobutamine 5 MG/ML Injectable Solution","pressors","50 ML Dobutamine 5 MG/ML Injectable Solution"
41391135,"OMOP2589097","50 ML Dobutamine 5 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10","pressors","50 ML Dobutamine 5 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10"
41391716,"OMOP2589678","50 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton] Box of 5","pressors","50 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton] Box of 5"
41391794,"OMOP2589756","50 ML Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 50","pressors","50 ML Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 50"
41391796,"OMOP2589758","50 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 10","pressors","50 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 10"
41391798,"OMOP2589760","50 ML Dobutamine 0.1 MG/ML Injectable Solution [Dobutamin Hexal] Box of 1","pressors","50 ML Dobutamine 0.1 MG/ML Injectable Solution [Dobutamin Hexal] Box of 1"
41392018,"OMOP2589980","50 ML Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 10 by Mylan","pressors","50 ML Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 10 by Mylan"
41392179,"OMOP2590141","50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 1","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 1"
41392848,"OMOP2590810","50 ML Dopamine 10 MG/ML Injectable Solution","pressors","50 ML Dopamine 10 MG/ML Injectable Solution"
41393160,"OMOP2591122","50 ML Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay]","pressors","50 ML Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay]"
41393366,"OMOP2591328","50 ML Dopamine 5 MG/ML Injectable Solution Box of 10 by Carinopharm","pressors","50 ML Dopamine 5 MG/ML Injectable Solution Box of 10 by Carinopharm"
41393367,"OMOP2591329","50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 10 by Carinopharm","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 10 by Carinopharm"
41393532,"OMOP2591494","50 ML Dopamine 10 MG/ML Injectable Solution Box of 50","pressors","50 ML Dopamine 10 MG/ML Injectable Solution Box of 50"
41393533,"OMOP2591495","50 ML Dopamine 10 MG/ML Injectable Solution Box of 10","pressors","50 ML Dopamine 10 MG/ML Injectable Solution Box of 10"
41393534,"OMOP2591496","50 ML Dobutamine 0.1 MG/ML Injectable Solution","pressors","50 ML Dobutamine 0.1 MG/ML Injectable Solution"
41394584,"OMOP2592546","50 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 50","pressors","50 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 50"
41394787,"OMOP2592749","50 ML Dobutamine 11.2 MG/ML Injectable Solution Box of 10 by Carinopharm","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution Box of 10 by Carinopharm"
41394939,"OMOP2592901","50 ML Dobutamine 0.1 MG/ML Injectable Solution Box of 1","pressors","50 ML Dobutamine 0.1 MG/ML Injectable Solution Box of 1"
41395524,"OMOP2593486","50 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution","pressors","50 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution"
41395585,"OMOP2593547","50 ML Dopamine 5 MG/ML Injectable Solution Box of 1","pressors","50 ML Dopamine 5 MG/ML Injectable Solution Box of 1"
41395797,"OMOP2593759","50 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton]","pressors","50 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton]"
41396236,"OMOP2594198","50 ML Dopamine 10 MG/ML Injectable Solution Box of 1","pressors","50 ML Dopamine 10 MG/ML Injectable Solution Box of 1"
41396721,"OMOP2594683","50 ML Dobutamine 0.1 MG/ML Injectable Solution [Dobutamin Hexal] Box of 1 by Novartis","pressors","50 ML Dobutamine 0.1 MG/ML Injectable Solution [Dobutamin Hexal] Box of 1 by Novartis"
41396722,"OMOP2594684","50 ML Dobutamine 5 MG/ML Injectable Solution Box of 10 by Fresenius","pressors","50 ML Dobutamine 5 MG/ML Injectable Solution Box of 10 by Fresenius"
41397174,"OMOP2595136","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hexal] Box of 1","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hexal] Box of 1"
41397476,"OMOP2595438","50 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution Box of 5","pressors","50 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution Box of 5"
41397546,"OMOP2595508","50 ML Dopamine 5 MG/ML Injectable Solution Box of 50","pressors","50 ML Dopamine 5 MG/ML Injectable Solution Box of 50"
41397854,"OMOP2595816","50 ML Dobutamine 5 MG/ML Injectable Solution [Dobutamin Hameln]","pressors","50 ML Dobutamine 5 MG/ML Injectable Solution [Dobutamin Hameln]"
41398067,"OMOP2596029","50 ML Dopamine 5 MG/ML Injectable Solution Box of 10 by Fresenius","pressors","50 ML Dopamine 5 MG/ML Injectable Solution Box of 10 by Fresenius"
41398225,"OMOP2596187","50 ML Dopamine 10 MG/ML Injectable Solution Box of 20","pressors","50 ML Dopamine 10 MG/ML Injectable Solution Box of 20"
41398226,"OMOP2596188","50 ML Dobutamine 11.2 MG/ML Injectable Solution Box of 50","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution Box of 50"
41398959,"OMOP2596921","50 ML Dopamine 5 MG/ML Injectable Solution Box of 20","pressors","50 ML Dopamine 5 MG/ML Injectable Solution Box of 20"
41399259,"OMOP2597221","50 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay]","pressors","50 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay]"
41399260,"OMOP2597222","50 ML Dobutamine 0.1 MG/ML Injectable Solution [Dobutamin Hexal]","pressors","50 ML Dobutamine 0.1 MG/ML Injectable Solution [Dobutamin Hexal]"
41399261,"OMOP2597223","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hexal]","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hexal]"
41399630,"OMOP2597592","50 ML Dopamine 5 MG/ML Injectable Solution Box of 5","pressors","50 ML Dopamine 5 MG/ML Injectable Solution Box of 5"
41399631,"OMOP2597593","50 ML Dobutamine 5 MG/ML Injectable Solution Box of 5","pressors","50 ML Dobutamine 5 MG/ML Injectable Solution Box of 5"
41399946,"OMOP2597908","50 ML Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 10","pressors","50 ML Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 10"
41400161,"OMOP2598123","50 ML Dobutamine 5 MG/ML Injectable Solution Box of 5 by Ratiopharm","pressors","50 ML Dobutamine 5 MG/ML Injectable Solution Box of 5 by Ratiopharm"
41413542,"OMOP2611504","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 100","pressors","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 100"
41413543,"OMOP2611505","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler","pressors","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler"
41413557,"OMOP2611519","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 1000","pressors","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 1000"
41413558,"OMOP2611520","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 50","pressors","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 50"
41413605,"OMOP2611567","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 50","pressors","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 50"
41413606,"OMOP2611568","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton]","pressors","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton]"
41413622,"OMOP2611584","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 1000","pressors","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 1000"
41413741,"OMOP2611703","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 100","pressors","1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 100"
41414061,"OMOP2612023","100 ML Dopamine 12 MG/ML Injectable Solution Box of 10","pressors","100 ML Dopamine 12 MG/ML Injectable Solution Box of 10"
41426035,"OMOP2623997","100 ML Dopamine 12 MG/ML Injectable Solution","pressors","100 ML Dopamine 12 MG/ML Injectable Solution"
41437466,"OMOP2635428","250 ML Dopamine 3.2 MG/ML Injectable Solution [Dopamin Premix]","pressors","250 ML Dopamine 3.2 MG/ML Injectable Solution [Dopamin Premix]"
41437570,"OMOP2635532","250 ML Dopamine 3.2 MG/ML Injectable Solution Box of 12","pressors","250 ML Dopamine 3.2 MG/ML Injectable Solution Box of 12"
41438027,"OMOP2635989","250 ML Dopamine 3.2 MG/ML Injectable Solution [Dopamin Premix] Box of 12","pressors","250 ML Dopamine 3.2 MG/ML Injectable Solution [Dopamin Premix] Box of 12"
41438285,"OMOP2636247","250 ML Dopamine 3.2 MG/ML Injectable Solution","pressors","250 ML Dopamine 3.2 MG/ML Injectable Solution"
41456705,"OMOP2654667","2 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution Box of 100","pressors","2 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution Box of 100"
41457309,"OMOP2655271","2 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution","pressors","2 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution"
41461601,"OMOP2659563","2 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton] Box of 100","pressors","2 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton] Box of 100"
41462141,"OMOP2660103","2 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton]","pressors","2 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton]"
42479551,"OMOP417478","10 ML Milrinone 1 MG/ML Prefilled Syringe","pressors","10 ML Milrinone 1 MG/ML Prefilled Syringe"
42480387,"OMOP419715","Dobutamine Injection [Dobutrex]","pressors","Dobutamine Injection [Dobutrex]"
42480389,"OMOP419717","Dobutamine 12.5 MG/ML Injection [Dobutrex]","pressors","Dobutamine 12.5 MG/ML Injection [Dobutrex]"
42480390,"OMOP419729","250 ML Dopamine 3.2 MG/ML Prefilled Syringe","pressors","250 ML Dopamine 3.2 MG/ML Prefilled Syringe"
42481304,"OMOP417476","Milrinone Prefilled Syringe","pressors","Milrinone Prefilled Syringe"
42481305,"OMOP417477","Milrinone 1 MG/ML Prefilled Syringe","pressors","Milrinone 1 MG/ML Prefilled Syringe"
42482197,"OMOP419728","Dopamine 3.2 MG/ML Prefilled Syringe","pressors","Dopamine 3.2 MG/ML Prefilled Syringe"
42482745,"OMOP419718","Dobutamine 50 MG/ML Injection","pressors","Dobutamine 50 MG/ML Injection"
42482746,"OMOP419726","Dopamine 1.6 MG/ML Prefilled Syringe","pressors","Dopamine 1.6 MG/ML Prefilled Syringe"
42482747,"OMOP419727","250 ML Dopamine 1.6 MG/ML Prefilled Syringe","pressors","250 ML Dopamine 1.6 MG/ML Prefilled Syringe"
42483347,"OMOP419719","Dobutamine 5 MG/ML Injection","pressors","Dobutamine 5 MG/ML Injection"
42628987,"1791838","milrinone lactate 0.2 MG/ML","pressors","milrinone lactate 0.2 MG/ML"
42628988,"1791839","milrinone Injection","pressors","milrinone Injection"
42628989,"1791840","100 ML milrinone lactate 0.2 MG/ML Injection","pressors","100 ML milrinone lactate 0.2 MG/ML Injection"
42628990,"1791841","milrinone lactate 0.2 MG/ML Injection","pressors","milrinone lactate 0.2 MG/ML Injection"
42628991,"1791842","200 ML milrinone lactate 0.2 MG/ML Injection","pressors","200 ML milrinone lactate 0.2 MG/ML Injection"
42628992,"1791853","milrinone lactate 1 MG/ML","pressors","milrinone lactate 1 MG/ML"
42628993,"1791854","10 ML milrinone lactate 1 MG/ML Injection","pressors","10 ML milrinone lactate 1 MG/ML Injection"
42628994,"1791855","milrinone lactate 1 MG/ML Injection","pressors","milrinone lactate 1 MG/ML Injection"
42628995,"1791859","20 ML milrinone lactate 1 MG/ML Injection","pressors","20 ML milrinone lactate 1 MG/ML Injection"
42628996,"1791861","50 ML milrinone lactate 1 MG/ML Injection","pressors","50 ML milrinone lactate 1 MG/ML Injection"
42799044,"1292716","10 ML dopamine hydrochloride 40 MG/ML Prefilled Syringe","pressors","10 ML dopamine hydrochloride 40 MG/ML Prefilled Syringe"
42799057,"1292731","5 ML dopamine hydrochloride 40 MG/ML Prefilled Syringe","pressors","5 ML dopamine hydrochloride 40 MG/ML Prefilled Syringe"
42799668,"1293169","dopamine hydrochloride 0.4 MG/ML","pressors","dopamine hydrochloride 0.4 MG/ML"
42799669,"1293170","dopamine hydrochloride 0.4 MG/ML Injectable Solution","pressors","dopamine hydrochloride 0.4 MG/ML Injectable Solution"
42799670,"1292739","dopamine hydrochloride 0.8 MG/ML","pressors","dopamine hydrochloride 0.8 MG/ML"
42799672,"1292741","dopamine hydrochloride 1 MG/ML","pressors","dopamine hydrochloride 1 MG/ML"
42799673,"1292742","dopamine hydrochloride 1 MG/ML Injectable Solution","pressors","dopamine hydrochloride 1 MG/ML Injectable Solution"
42799674,"1292750","dopamine hydrochloride 1.6 MG/ML","pressors","dopamine hydrochloride 1.6 MG/ML"
42799676,"1292763","dopamine hydrochloride 10 MG/ML","pressors","dopamine hydrochloride 10 MG/ML"
42799677,"1292764","dopamine hydrochloride 10 MG/ML Injectable Solution","pressors","dopamine hydrochloride 10 MG/ML Injectable Solution"
42799678,"1292766","dopamine hydrochloride 12 MG/ML","pressors","dopamine hydrochloride 12 MG/ML"
42799679,"1292767","dopamine hydrochloride 12 MG/ML Injectable Solution","pressors","dopamine hydrochloride 12 MG/ML Injectable Solution"
42799680,"1292882","dopamine hydrochloride 20 MG/ML","pressors","dopamine hydrochloride 20 MG/ML"
42799681,"1292883","dopamine hydrochloride 20 MG/ML Injectable Solution","pressors","dopamine hydrochloride 20 MG/ML Injectable Solution"
42799682,"1292884","dopamine hydrochloride 25 MG/ML","pressors","dopamine hydrochloride 25 MG/ML"
