concept_id,description,body_system,progressive
45562562,non-pressure chronic ulcer of left thigh with necrosis of muscle,dermatological,no
45557729,non-pressure chronic ulcer of left thigh with necrosis of bone,dermatological,no
45596397,non-pressure chronic ulcer of left thigh with unspecified severity,dermatological,no
45567377,non-pressure chronic ulcer of unspecified calf limited to breakdown of skin,dermatological,no
45596398,non-pressure chronic ulcer of unspecified calf with fat layer exposed,dermatological,no
45567378,non-pressure chronic ulcer of unspecified calf with necrosis of muscle,dermatological,no
45533663,non-pressure chronic ulcer of unspecified calf with necrosis of bone,dermatological,no
45606019,non-pressure chronic ulcer of unspecified calf with unspecified severity,dermatological,no
45606020,non-pressure chronic ulcer of right calf limited to breakdown of skin,dermatological,no
45581973,non-pressure chronic ulcer of right calf with fat layer exposed,dermatological,no
45586802,non-pressure chronic ulcer of right calf with necrosis of muscle,dermatological,no
45557730,non-pressure chronic ulcer of right calf with necrosis of bone,dermatological,no
45581974,non-pressure chronic ulcer of right calf with unspecified severity,dermatological,no
45548223,non-pressure chronic ulcer of left calf limited to breakdown of skin,dermatological,no
45606021,non-pressure chronic ulcer of left calf with fat layer exposed,dermatological,no
45543403,non-pressure chronic ulcer of left calf with necrosis of muscle,dermatological,no
45581975,non-pressure chronic ulcer of left calf with necrosis of bone,dermatological,no
45601252,non-pressure chronic ulcer of left calf with unspecified severity,dermatological,no
45557731,non-pressure chronic ulcer of unspecified ankle limited to breakdown of skin,dermatological,no
45581976,non-pressure chronic ulcer of unspecified ankle with fat layer exposed,dermatological,no
45586803,non-pressure chronic ulcer of unspecified ankle with necrosis of muscle,dermatological,no
45577071,non-pressure chronic ulcer of unspecified ankle with necrosis of bone,dermatological,no
45553012,non-pressure chronic ulcer of unspecified ankle with unspecified severity,dermatological,no
45606022,non-pressure chronic ulcer of right ankle limited to breakdown of skin,dermatological,no
45543404,non-pressure chronic ulcer of right ankle with fat layer exposed,dermatological,no
45567379,non-pressure chronic ulcer of right ankle with necrosis of muscle,dermatological,no
45548224,non-pressure chronic ulcer of right ankle with necrosis of bone,dermatological,no
45557732,non-pressure chronic ulcer of right ankle with unspecified severity,dermatological,no
45553013,non-pressure chronic ulcer of left ankle limited to breakdown of skin,dermatological,no
45567380,non-pressure chronic ulcer of left ankle with fat layer exposed,dermatological,no
45572296,non-pressure chronic ulcer of left ankle with necrosis of muscle,dermatological,no
45562563,non-pressure chronic ulcer of left ankle with necrosis of bone,dermatological,no
45572297,non-pressure chronic ulcer of left ankle with unspecified severity,dermatological,no
45543405,non-pressure chronic ulcer of unspecified heel and midfoot limited to breakdown of skin,dermatological,no
45596399,non-pressure chronic ulcer of unspecified heel and midfoot with fat layer exposed,dermatological,no
45581977,non-pressure chronic ulcer of unspecified heel and midfoot with necrosis of muscle,dermatological,no
45538605,non-pressure chronic ulcer of unspecified heel and midfoot with necrosis of bone,dermatological,no
45577072,non-pressure chronic ulcer of unspecified heel and midfoot with unspecified severity,dermatological,no
45581978,non-pressure chronic ulcer of right heel and midfoot limited to breakdown of skin,dermatological,no
45553014,non-pressure chronic ulcer of right heel and midfoot with fat layer exposed,dermatological,no
45581979,non-pressure chronic ulcer of right heel and midfoot with necrosis of muscle,dermatological,no
45538606,non-pressure chronic ulcer of right heel and midfoot with necrosis of bone,dermatological,no
45538607,non-pressure chronic ulcer of right heel and midfoot with unspecified severity,dermatological,no
45601253,non-pressure chronic ulcer of left heel and midfoot limited to breakdown of skin,dermatological,no
45553015,non-pressure chronic ulcer of left heel and midfoot with fat layer exposed,dermatological,no
45533664,non-pressure chronic ulcer of left heel and midfoot with necrosis of muscle,dermatological,no
45591662,non-pressure chronic ulcer of left heel and midfoot with necrosis of bone,dermatological,no
45548225,non-pressure chronic ulcer of left heel and midfoot with unspecified severity,dermatological,no
45533665,non-pressure chronic ulcer of other part of unspecified foot limited to breakdown of skin,dermatological,no
45567381,non-pressure chronic ulcer of other part of unspecified foot with fat layer exposed,dermatological,no
45572298,non-pressure chronic ulcer of other part of unspecified foot with necrosis of muscle,dermatological,no
45543406,non-pressure chronic ulcer of other part of unspecified foot with necrosis of bone,dermatological,no
45601254,non-pressure chronic ulcer of other part of unspecified foot with unspecified severity,dermatological,no
45572299,non-pressure chronic ulcer of other part of right foot limited to breakdown of skin,dermatological,no
45581980,non-pressure chronic ulcer of other part of right foot with fat layer exposed,dermatological,no
45557733,non-pressure chronic ulcer of other part of right foot with necrosis of muscle,dermatological,no
45586804,non-pressure chronic ulcer of other part of right foot with necrosis of bone,dermatological,no
45606023,non-pressure chronic ulcer of other part of right foot with unspecified severity,dermatological,no
45538608,non-pressure chronic ulcer of other part of left foot limited to breakdown of skin,dermatological,no
45601255,non-pressure chronic ulcer of other part of left foot with fat layer exposed,dermatological,no
45577073,non-pressure chronic ulcer of other part of left foot with necrosis of muscle,dermatological,no
45548226,non-pressure chronic ulcer of other part of left foot with necrosis of bone,dermatological,no
45572300,non-pressure chronic ulcer of other part of left foot with unspecified severity,dermatological,no
45533666,non-pressure chronic ulcer of other part of unspecified lower leg limited to breakdown of skin,dermatological,no
45557734,non-pressure chronic ulcer of other part of unspecified lower leg with fat layer exposed,dermatological,no
45543407,non-pressure chronic ulcer of other part of unspecified lower leg with necrosis of muscle,dermatological,no
45543408,non-pressure chronic ulcer of other part of unspecified lower leg with necrosis of bone,dermatological,no
45591663,non-pressure chronic ulcer of other part of unspecified lower leg with unspecified severity,dermatological,no
45562595,"Rheumatoid bursitis, unspecified knee",immunological,no
45586805,non-pressure chronic ulcer of other part of right lower leg limited to breakdown of skin,dermatological,no
45581981,non-pressure chronic ulcer of other part of right lower leg with fat layer exposed,dermatological,no
45557735,non-pressure chronic ulcer of other part of right lower leg with necrosis of muscle,dermatological,no
45543409,non-pressure chronic ulcer of other part of right lower leg with necrosis of bone,dermatological,no
45538609,non-pressure chronic ulcer of other part of right lower leg with unspecified severity,dermatological,no
45586806,non-pressure chronic ulcer of other part of left lower leg limited to breakdown of skin,dermatological,no
45601256,non-pressure chronic ulcer of other part of left lower leg with fat layer exposed,dermatological,no
45581982,non-pressure chronic ulcer of other part of left lower leg with necrosis of muscle,dermatological,no
45586807,non-pressure chronic ulcer of other part of left lower leg with necrosis of bone,dermatological,no
45586808,non-pressure chronic ulcer of other part of left lower leg with unspecified severity,dermatological,no
45581983,non-pressure chronic ulcer of unspecified part of unspecified lower leg limited to breakdown of skin,dermatological,no
45591664,non-pressure chronic ulcer of unspecified part of unspecified lower leg with fat layer exposed,dermatological,no
45606024,non-pressure chronic ulcer of unspecified part of unspecified lower leg with necrosis of muscle,dermatological,no
45572301,non-pressure chronic ulcer of unspecified part of unspecified lower leg with necrosis of bone,dermatological,no
45557736,non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity,dermatological,no
35209320,Urethral caruncle,renal,no
45562564,non-pressure chronic ulcer of unspecified part of right lower leg limited to breakdown of skin,dermatological,no
45548227,non-pressure chronic ulcer of unspecified part of right lower leg with fat layer exposed,dermatological,no
45606025,non-pressure chronic ulcer of unspecified part of right lower leg with necrosis of muscle,dermatological,no
45543410,non-pressure chronic ulcer of unspecified part of right lower leg with necrosis of bone,dermatological,no
45572302,non-pressure chronic ulcer of unspecified part of right lower leg with unspecified severity,dermatological,no
45601257,non-pressure chronic ulcer of unspecified part of left lower leg limited to breakdown of skin,dermatological,no
45577074,non-pressure chronic ulcer of unspecified part of left lower leg with fat layer exposed,dermatological,no
45572303,non-pressure chronic ulcer of unspecified part of left lower leg with necrosis of muscle,dermatological,no
45581984,non-pressure chronic ulcer of unspecified part of left lower leg with necrosis of bone,dermatological,no
45562565,non-pressure chronic ulcer of unspecified part of left lower leg with unspecified severity,dermatological,no
45533668,non-pressure chronic ulcer of buttock limited to breakdown of skin,dermatological,no
45577075,non-pressure chronic ulcer of buttock with fat layer exposed,dermatological,no
45567382,non-pressure chronic ulcer of buttock with necrosis of muscle,dermatological,no
45591666,non-pressure chronic ulcer of buttock with necrosis of bone,dermatological,no
45601259,non-pressure chronic ulcer of buttock with unspecified severity,dermatological,no
45586809,non-pressure chronic ulcer of back limited to breakdown of skin,dermatological,no
45596400,non-pressure chronic ulcer of back with fat layer exposed,dermatological,no
45538610,non-pressure chronic ulcer of back with necrosis of muscle,dermatological,no
45548228,non-pressure chronic ulcer of back with necrosis of bone,dermatological,no
45533669,non-pressure chronic ulcer of back with unspecified severity,dermatological,no
45557737,non-pressure chronic ulcer of skin of other sites limited to breakdown of skin,dermatological,no
45601260,non-pressure chronic ulcer of skin of other sites with fat layer exposed,dermatological,no
45557738,non-pressure chronic ulcer of skin of other sites with necrosis of muscle,dermatological,no
45606027,non-pressure chronic ulcer of skin of other sites with necrosis of bone,dermatological,no
45572304,non-pressure chronic ulcer of skin of other sites with unspecified severity,dermatological,no
45606028,Other specified disorders of the skin and subcutaneous tissue,dermatological,no
35208721,Other specified disorders of the skin and subcutaneous tissue,dermatological,no
42616528,"Felty''s syndrome, unspecified site",immunological,no
42616528,"Felty''s syndrome, unspecified site",immunological,no
45586833,"Felty''s syndrome, unspecified site",immunological,no
45606039,"Felty''s syndrome, right shoulder",immunological,no
45606039,"Felty''s syndrome, right shoulder",immunological,no
45533689,"Felty''s syndrome, left shoulder",immunological,no
45533689,"Felty''s syndrome, left shoulder",immunological,no
45567403,"Felty''s syndrome, unspecified shoulder",immunological,no
45567403,"Felty''s syndrome, unspecified shoulder",immunological,no
45557752,"Felty''s syndrome, right elbow",immunological,no
45557752,"Felty''s syndrome, right elbow",immunological,no
45562581,"Felty''s syndrome, left elbow",immunological,no
45562581,"Felty''s syndrome, left elbow",immunological,no
45548248,"Felty''s syndrome, unspecified elbow",immunological,no
45548248,"Felty''s syndrome, unspecified elbow",immunological,no
45582002,"Felty''s syndrome, right wrist",immunological,no
45582002,"Felty''s syndrome, right wrist",immunological,no
