"concept_id","concept_code","concept_name","ccsr_cat_code","cluster"
45538733,"M24.876","Other specific joint derangements of unspecified foot, not elsewhere classified","MUS007","Other specified joint disorders"
725387,"M24.89","Other specific joint derangement of other specified joint, not elsewhere classified","MUS007","Other specified joint disorders"
35208809,"M24.9","Joint derangement, unspecified","MUS007","Other specified joint disorders"
45572425,"M25.411","Effusion, right shoulder","MUS007","Other specified joint disorders"
45562697,"M25.412","Effusion, left shoulder","MUS007","Other specified joint disorders"
45557853,"M25.419","Effusion, unspecified shoulder","MUS007","Other specified joint disorders"
45553153,"M25.421","Effusion, right elbow","MUS007","Other specified joint disorders"
45548394,"M25.422","Effusion, left elbow","MUS007","Other specified joint disorders"
45543556,"M25.429","Effusion, unspecified elbow","MUS007","Other specified joint disorders"
45553154,"M25.431","Effusion, right wrist","MUS007","Other specified joint disorders"
45533812,"M25.432","Effusion, left wrist","MUS007","Other specified joint disorders"
45553155,"M25.439","Effusion, unspecified wrist","MUS007","Other specified joint disorders"
45572426,"M25.441","Effusion, right hand","MUS007","Other specified joint disorders"
45533813,"M25.442","Effusion, left hand","MUS007","Other specified joint disorders"
45606199,"M25.449","Effusion, unspecified hand","MUS007","Other specified joint disorders"
45553156,"M25.451","Effusion, right hip","MUS007","Other specified joint disorders"
45557854,"M25.452","Effusion, left hip","MUS007","Other specified joint disorders"
45533814,"M25.459","Effusion, unspecified hip","MUS007","Other specified joint disorders"
45572427,"M25.461","Effusion, right knee","MUS007","Other specified joint disorders"
45567528,"M25.462","Effusion, left knee","MUS007","Other specified joint disorders"
45572428,"M25.469","Effusion, unspecified knee","MUS007","Other specified joint disorders"
45533815,"M25.471","Effusion, right ankle","MUS007","Other specified joint disorders"
45601422,"M25.472","Effusion, left ankle","MUS007","Other specified joint disorders"
45572429,"M25.473","Effusion, unspecified ankle","MUS007","Other specified joint disorders"
45582115,"M25.474","Effusion, right foot","MUS007","Other specified joint disorders"
45562698,"M25.475","Effusion, left foot","MUS007","Other specified joint disorders"
45538739,"M25.476","Effusion, unspecified foot","MUS007","Other specified joint disorders"
45543557,"M25.48","Effusion, other site","MUS007","Other specified joint disorders"
1570565,"M25.5","Pain in joint","MUS010","Musculoskeletal pain, not low back pain"
45577227,"M25.50","Pain in unspecified joint","MUS010","Musculoskeletal pain, not low back pain"
1570566,"M25.51","Pain in shoulder","MUS010","Musculoskeletal pain, not low back pain"
45591807,"M25.511","Pain in right shoulder","MUS010","Musculoskeletal pain, not low back pain"
45591808,"M25.512","Pain in left shoulder","MUS010","Musculoskeletal pain, not low back pain"
45606200,"M25.519","Pain in unspecified shoulder","MUS010","Musculoskeletal pain, not low back pain"
45591809,"M25.52","Pain in elbow","MUS010","Musculoskeletal pain, not low back pain"
45601423,"M25.521","Pain in right elbow","MUS010","Musculoskeletal pain, not low back pain"
45553157,"M25.522","Pain in left elbow","MUS010","Musculoskeletal pain, not low back pain"
45606201,"M25.529","Pain in unspecified elbow","MUS010","Musculoskeletal pain, not low back pain"
45606202,"M25.53","Pain in wrist","MUS010","Musculoskeletal pain, not low back pain"
45557855,"M25.531","Pain in right wrist","MUS010","Musculoskeletal pain, not low back pain"
45553158,"M25.532","Pain in left wrist","MUS010","Musculoskeletal pain, not low back pain"
45557856,"M25.539","Pain in unspecified wrist","MUS010","Musculoskeletal pain, not low back pain"
37200700,"M25.54","Pain in joints of hand","MUS010","Musculoskeletal pain, not low back pain"
37200701,"M25.541","Pain in joints of right hand","MUS010","Musculoskeletal pain, not low back pain"
37200702,"M25.542","Pain in joints of left hand","MUS010","Musculoskeletal pain, not low back pain"
37200703,"M25.549","Pain in joints of unspecified hand","MUS010","Musculoskeletal pain, not low back pain"
1570567,"M25.55","Pain in hip","MUS010","Musculoskeletal pain, not low back pain"
45562699,"M25.551","Pain in right hip","MUS010","Musculoskeletal pain, not low back pain"
45572430,"M25.552","Pain in left hip","MUS010","Musculoskeletal pain, not low back pain"
45577228,"M25.559","Pain in unspecified hip","MUS010","Musculoskeletal pain, not low back pain"
1570568,"M25.56","Pain in knee","MUS010","Musculoskeletal pain, not low back pain"
45596549,"M25.561","Pain in right knee","MUS010","Musculoskeletal pain, not low back pain"
45533816,"M25.562","Pain in left knee","MUS010","Musculoskeletal pain, not low back pain"
45548395,"M25.569","Pain in unspecified knee","MUS010","Musculoskeletal pain, not low back pain"
1570569,"M25.57","Pain in ankle and joints of foot","MUS010","Musculoskeletal pain, not low back pain"
45538740,"M25.571","Pain in right ankle and joints of right foot","MUS010","Musculoskeletal pain, not low back pain"
45582116,"M25.572","Pain in left ankle and joints of left foot","MUS010","Musculoskeletal pain, not low back pain"
45572431,"M25.579","Pain in unspecified ankle and joints of unspecified foot","MUS010","Musculoskeletal pain, not low back pain"
725389,"M25.59","Pain in other specified joint","MUS010","Musculoskeletal pain, not low back pain"
45586942,"M25.60","Stiffness of unspecified joint, not elsewhere classified","MUS010","Musculoskeletal pain, not low back pain"
45567529,"M25.611","Stiffness of right shoulder, not elsewhere classified","MUS010","Musculoskeletal pain, not low back pain"
45577229,"M25.612","Stiffness of left shoulder, not elsewhere classified","MUS010","Musculoskeletal pain, not low back pain"
45606203,"M25.80","Other specified joint disorders, unspecified joint","MUS007","Other specified joint disorders"
45572438,"M25.811","Other specified joint disorders, right shoulder","MUS007","Other specified joint disorders"
45538746,"M25.812","Other specified joint disorders, left shoulder","MUS007","Other specified joint disorders"
45567535,"M25.819","Other specified joint disorders, unspecified shoulder","MUS007","Other specified joint disorders"
45572439,"M25.821","Other specified joint disorders, right elbow","MUS007","Other specified joint disorders"
45586948,"M25.822","Other specified joint disorders, left elbow","MUS007","Other specified joint disorders"
45543560,"M25.829","Other specified joint disorders, unspecified elbow","MUS007","Other specified joint disorders"
45582121,"M25.831","Other specified joint disorders, right wrist","MUS007","Other specified joint disorders"
45596554,"M25.832","Other specified joint disorders, left wrist","MUS007","Other specified joint disorders"
45601425,"M25.839","Other specified joint disorders, unspecified wrist","MUS007","Other specified joint disorders"
45606204,"M25.841","Other specified joint disorders, right hand","MUS007","Other specified joint disorders"
45533818,"M25.842","Other specified joint disorders, left hand","MUS007","Other specified joint disorders"
45533819,"M25.849","Other specified joint disorders, unspecified hand","MUS007","Other specified joint disorders"
45538747,"M25.851","Other specified joint disorders, right hip","MUS007","Other specified joint disorders"
45577234,"M25.852","Other specified joint disorders, left hip","MUS007","Other specified joint disorders"
45582122,"M25.859","Other specified joint disorders, unspecified hip","MUS007","Other specified joint disorders"
45606205,"M25.861","Other specified joint disorders, right knee","MUS007","Other specified joint disorders"
45606206,"M25.862","Other specified joint disorders, left knee","MUS007","Other specified joint disorders"
45538748,"M25.869","Other specified joint disorders, unspecified knee","MUS007","Other specified joint disorders"
45548397,"M25.871","Other specified joint disorders, right ankle and foot","MUS007","Other specified joint disorders"
45543561,"M25.872","Other specified joint disorders, left ankle and foot","MUS007","Other specified joint disorders"
45577235,"M25.879","Other specified joint disorders, unspecified ankle and foot","MUS007","Other specified joint disorders"
35208810,"M25.9","Joint disorder, unspecified","MUS007","Other specified joint disorders"
45557866,"M35.04","Sjogren syndrome with tubulo-interstitial nephropathy","GEN001","Nephritis; nephrosis; renal sclerosis"
35208845,"M36.4","Arthropathy in hypersensitivity reactions classified elsewhere","INJ031","Allergic reactions"
45591837,"M43.28","Fusion of spine, sacral and sacrococcygeal region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
35208849,"M43.3","Recurrent atlantoaxial dislocation with myelopathy","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
35208850,"M43.4","Other recurrent atlantoaxial dislocation","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45577261,"M43.5X2","Other recurrent vertebral dislocation, cervical region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45562724,"M43.5X3","Other recurrent vertebral dislocation, cervicothoracic region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45582145,"M43.5X4","Other recurrent vertebral dislocation, thoracic region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45601453,"M43.5X5","Other recurrent vertebral dislocation, thoracolumbar region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45582146,"M43.5X6","Other recurrent vertebral dislocation, lumbar region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45582147,"M43.5X7","Other recurrent vertebral dislocation, lumbosacral region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45591838,"M43.5X8","Other recurrent vertebral dislocation, sacral and sacrococcygeal region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45586967,"M43.5X9","Other recurrent vertebral dislocation, site unspecified","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
35208859,"M43.6","Torticollis","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45538762,"M43.8X1","Other specified deforming dorsopathies, occipito-atlanto-axial region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45582148,"M43.8X2","Other specified deforming dorsopathies, cervical region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45533838,"M43.8X3","Other specified deforming dorsopathies, cervicothoracic region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45543576,"M43.8X4","Other specified deforming dorsopathies, thoracic region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45586968,"M43.8X5","Other specified deforming dorsopathies, thoracolumbar region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45591839,"M43.8X6","Other specified deforming dorsopathies, lumbar region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45591840,"M43.8X7","Other specified deforming dorsopathies, lumbosacral region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45533839,"M43.8X8","Other specified deforming dorsopathies, sacral and sacrococcygeal region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45538763,"M43.8X9","Other specified deforming dorsopathies, site unspecified","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
